Title,Link,Snippet,Summary,Info,Processed,Query
MAESTRÍA EN POLÍTICAS PÚBLICAS,https://www.academia.edu/download/34314592/Politica_de_Competencia_del_Mezcal_en_Mexio__Una_medicion_del_Poder_de_Mercado_.pdf,"… En resumen, La NOM se refiere a la denominación de origen mezcal, cuya titularidad se atribuye al Estado mexicano bajo los términos contenidos en la Ley de la Propiedad …","MEN MÉXICO, UNAMDELP DE MERCADO - 2008 - academia.edu","{'summary': 'MEN MÉXICO, UNAMDELP DE MERCADO - 2008 - academia.edu'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
ESTANDARIZACION DE UN METODO PARA LA CARACTERIZACION MOLECULAR POR MEDIO DE MARCADORES ISTR DE LA DIVERSIDAD DEL COMPLEJO …,http://www.repositoriodigital.ipn.mx/bitstream/123456789/16052/1/ESTANDARIZACION%20DE%20UN%20METODO%20PARA%20LA%20CARACTERIZACION%20MOLECULAR%20POR%20MEDIO%20DE%20MARCADORES%20ISTR%20DE%20LA%20DIVERSIDAD%20DEL%20COMPLEJO%20AGAVE%20DURANGENESIS.pdf,… de mezcal como una medida del control de calidad y como un parámetro para sustentar la denominación de origen de … el origen botánico de las piñas para la elaboración de mezcal. …,N Almaraz Abarca - 2013 - repositoriodigital.ipn.mx,{'summary': 'N Almaraz Abarca - 2013 - repositoriodigital.ipn.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"Un diagnóstico de competitividad del sector de mezcal de Durango, México: Diagnosis of competitiveness of the mezcal sector in Durango, Mexico",http://www.iquatroeditores.com/revista/index.php/relayn/article/view/36,"… la competitividad del clúster de mezcal de Durango. Se utilizó … las empresas en el sector de mezcal en Durango, así mismo … competitiveness of the Durango mezcal cluster. A concurrent …","SA Gurrola, CES Durán - Revista Relayn-Micro y Pequeñas …, 2020 - iquatroeditores.com","{'summary': 'SA Gurrola, CES Durán - Revista Relayn-Micro y Pequeñas …, 2020 - iquatroeditores.com', 'authors': [{'name': 'SA Gurrola', 'link': 'https://scholar.google.com/citations?user=EeJ7zxoAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=EeJ7zxoAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'EeJ7zxoAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"La competitividad de la industria del mezcal en los Estados Unidos de América, 2005-2016",http://bibliotecavirtual.dgb.umich.mx:8083/xmlui/handle/DGB_UMICH/1530,"… En el capítulo II, marco contextual de la industria del mezcal, … , el mezcal “la bebida”, la denominación de origen del mezcal y las … -mezcal y proporcionar un amplio panorama del sector. …",A Rodríguez García - 2019 - bibliotecavirtual.dgb.umich.mx,{'summary': 'A Rodríguez García - 2019 - bibliotecavirtual.dgb.umich.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"El mezcal de Durango, México: un análisis histórico, biológico y económico para su producción sustentable","https://citt.itsm.edu.mx/ingeniantes/articulos/ingeniantes1/El%20mezcal%20de%20Durango,%20M%C3%A9xico.pdf",… -070-SCFI-1994 para certificar la producción del mezcal en los estados comprendidos en la denominación. Lo que ha permitido que el mezcal sea exportado a más de 20 países en el …,"RM Imelda, CR Aurelio, NJ Néstor, RGJ Hissarly - Ingeniantes - citt.itsm.edu.mx","{'summary': 'RM Imelda, CR Aurelio, NJ Néstor, RGJ Hissarly - Ingeniantes - citt.itsm.edu.mx'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"… DE LOS PROTOCOLOS PARA LA PREPARACIÓN DEL FERMENTADOR SEMILLA, EN EL PROCESO DE FERMENTACIÓN PARA LA ELABORACIÓN DE MEZCAL.",http://repositoriodigital.tuxtla.tecnm.mx/xmlui/handle/123456789/891,"… mezcal tiene 3 presentaciones el mezcal joven obtenido de la destilación sin abocar, el mezcal … de encino o roble blanco y el mezcal añejo obtenido después de dejarlo reposar en …",MF Hernández Robles - 2012 - repositoriodigital.tuxtla.tecnm.mx,{'summary': 'MF Hernández Robles - 2012 - repositoriodigital.tuxtla.tecnm.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Mexican mezcales: The importance of their protection as social heritage,https://periodicos.ufsc.br/index.php/ilha/article/view/2175-8034.2018v20n2p179,"… En el artículo se analizan algunos cambios recientes en la denominación de origen mezcal, entre ellos la ampliación de la zona bajo protección así como la modificación a la Norma …","JJH López - Ilha Revista de Antropologia, 2018 - periodicos.ufsc.br","{'summary': 'JJH López - Ilha Revista de Antropologia, 2018 - periodicos.ufsc.br', 'authors': [{'name': 'JJH López', 'link': 'https://scholar.google.com/citations?user=xlZ6sq8AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=xlZ6sq8AAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'xlZ6sq8AAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Plan de negocios de envasadora y comercializadora de mezcal en el municipio de Miahuatlán de Porfirio Díaz Oaxaca,https://repositorioinstitucional.buap.mx/handle/20.500.12371/539,"… se otorga la protección a la Denominación de Origen Mezcal, en los estados de … denominación de origen del mezcal. Dentro de estos estados que cuentan con denominación de origen …","LI Reyes Ruíz, L Reyes Ruíz - 2017 - repositorioinstitucional.buap.mx","{'summary': 'LI Reyes Ruíz, L Reyes Ruíz - 2017 - repositorioinstitucional.buap.mx'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"Las clases de tierras productoras de maguey mezcalero en la Soledad Salinas, Oaxaca* Classes maguey mezcal producing land in La Soledad Salinas …",https://www.researchgate.net/profile/Ma-Del-Carmen-Gutierrez-Castorena/publication/309399760_Las_clases_de_tierras_productoras_de_maguey_mezcalero_en_la_Soledad_Salinas_Oaxaca/links/580eb99d08aef766ef10e84b/Las-clases-de-tierras-productoras-de-maguey-mezcalero-en-la-Soledad-Salinas-Oaxaca.pdf,"… In the state of Oaxaca, mezcal production is an important economic activity, the number of … has provided Oaxaca mezcal. The raw material for the mezcal is mainly the mezcal maguey or …","V Mariles-Flores, CA Ortiz-Solorio… - researchgate.net","{'summary': 'V Mariles-Flores, CA Ortiz-Solorio… - researchgate.net', 'authors': [{'name': 'CA Ortiz-Solorio', 'link': 'https://scholar.google.com/citations?user=eGOE2YcAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=eGOE2YcAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'eGOE2YcAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"Importancia sociocultural del proceso productivo del mezcal en el ejido de San Pedro Chichicasco, Malinalco, México",https://pdfs.semanticscholar.org/2bf7/979e0aee1d130b9d2d1f9c9f0354e21b4ba7.pdf,"… que actualmente producen mezcal sin contar con la Dominación de Origen. … de mezcal artesanal que no cuentan con la DO Mezcal, no pueden seguir llamando a su producto <mezcal>…",MGG Aguilar - pdfs.semanticscholar.org,{'summary': 'MGG Aguilar - pdfs.semanticscholar.org'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Diseño de un modelo de negocios para la producción y comercialización del mezcal tradicional.,https://repositorio.chapingo.edu.mx/handle/20.500.12098/331,"… 561 mezcal brands in the value chain, currently the mezcal is … mezcal through a scheme of collectivization of mezcal teachers. … dedicated to the production of mezcal of small lots derived …",IT Santiago Osorio - 2019 - repositorio.chapingo.edu.mx,{'summary': 'IT Santiago Osorio - 2019 - repositorio.chapingo.edu.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
PRÁCTICAS DE INNOVACIÓN EN LA INDUSTRIA DE MEZCAL ARTESANAL DEL ESTADO DE OAXACA PARA EL DESARROLLO FUTURO DE UNA …,http://132.248.164.227/congreso/docs/xxiv/docs/4.08.pdf,"… Se delimitó como universo de la investigación a 1074 empresas productoras de mezcal artesanal, certificadas con denominación de origen y ubicadas en el Estado de Oaxaca. El tipo …",CLG Fernández - 132.248.164.227,{'summary': 'CLG Fernández - 132.248.164.227'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"Viabilidad del agave como alternativa para controlar la desertificación de la microcuenca Laguna de Guadalupe, Gto.",http://ri.uaq.mx/handle/123456789/261,"… para la fabricación de mezcal, inulina, jarabe, fibras, etc. En el caso del mezcal el municipio donde se ubica la microcuenca posee una denominación de origen mezcal, la cual ha sido …",A Mandujano Bueno - 2013 - ri.uaq.mx,"{'summary': 'A Mandujano Bueno - 2013 - ri.uaq.mx', 'authors': [{'name': 'A Mandujano Bueno', 'link': 'https://scholar.google.com/citations?user=4dgHi44AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=4dgHi44AAAAJ&engine=google_scholar_author&hl=es', 'author_id': '4dgHi44AAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Caracterización fermentativa de levaduras productoras de etanol a partir de Agave cupreata en la elaboración de mezcal,http://bibliotecavirtual.dgb.umich.mx:8083/xmlui/handle/DGB_UMICH/1995,"… 1994 se declaró la denominación de origen del mezcal, esta … -070-SCFI-94) para el Mezcal, cinco especies de Agave, … incluidas en otra denominación de origen. En cuanto al área, …",E Pérez Hernández - 2012 - bibliotecavirtual.dgb.umich.mx,{'summary': 'E Pérez Hernández - 2012 - bibliotecavirtual.dgb.umich.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Prospectiva estratégica para el aprovechamiento del bagazo residual de Agave generado al producir mezcal en Michoacán,http://bibliotecavirtual.dgb.umich.mx:8083/xmlui/handle/DGB_UMICH/6581,"… En México hay cinco bebidas destiladas que poseen denominación de origen: mezcal, tequila, bacanora, sotol y charanda; los tres primeros son mezcales, es decir son bebidas …",JT Toral Paz - 2015 - bibliotecavirtual.dgb.umich.mx,{'summary': 'JT Toral Paz - 2015 - bibliotecavirtual.dgb.umich.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Denominación de origen o denominación genérica: el caso del queso Cotija en México,https://agritrop.cirad.fr/560396,"… Por otra parte, la denominación protegida no tiene a veces nada de geográfico: Sotol, Talavera o Mezcal no son nombres de lugar. Incluso en el caso del Mezcal, se trata de un nombre …","T Pomeon, F Boucher, F Cervantes Escoto - 2008 - agritrop.cirad.fr","{'summary': 'T Pomeon, F Boucher, F Cervantes Escoto - 2008 - agritrop.cirad.fr', 'authors': [{'name': 'F Cervantes Escoto', 'link': 'https://scholar.google.com/citations?user=rRnkq9YAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=rRnkq9YAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'rRnkq9YAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"Competitividad en la producción y comercialización de mezcal artesanal certificado en el distrito de Tlacolula, Oaxaca.",http://colposdigital.colpos.mx:8080/jspui/handle/10521/3306,"… Se entrevistó a 71 productores de mezcal artesanal certificado de siete municipios del distrito de Tlacolula: Santiago Matatlán, Tlacolula de Matamoros, San Dionisio Ocotepec, San …",AJ García Vásquez - 2018 - colposdigital.colpos.mx,{'summary': 'AJ García Vásquez - 2018 - colposdigital.colpos.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Propuesta de modelo de negocio de un mezcal con propiedades estimulantes y benchmark competitivo,http://riaa.uaem.mx/handle/20.500.12055/1873,"… promote mezcal, I consider that the way a small company can reach certain mezcal market … marketing strategy focused on offering a differentiated product as is our Mezcal ""El Camino"", …",AA REYES - 2021 - riaa.uaem.mx,{'summary': 'AA REYES - 2021 - riaa.uaem.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"… OFICIAL MEXICANA PROY-NOM-199-SCFI-2015, BEBIDAS ALCOHÓLICAS-DENOMINACIÓN, ESPECIFICACIONES FISICOQUÍMICAS, INFORMACIÓN …",http://www.puntofocal.gov.ar/notific_otros_miembros/mex302a1_t.pdf,"… En ningún caso se podrá utilizar el nombre de una bebida alcohólica con denominación de origen o la palabra agave, como aromatizante u otro análogo; ni de ninguna otra bebida …","…, C DE MÉXICO, CM VITIVINÍCOLA, CR DEL MEZCAL - puntofocal.gov.ar","{'summary': '…, C DE MÉXICO, CM VITIVINÍCOLA, CR DEL MEZCAL - puntofocal.gov.ar'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Estrategias comerciales para el incremento de ventas de mezcal en el extranjero.,https://www.researchgate.net/profile/Javier-Becerril-4/publication/336266082_Estrategias_comerciales_para_el_incremento_de_ventas_de_mezcal_en_el_extranjero/links/5d97cb89299bf1c363f8da0c/Estrategias-comerciales-para-el-incremento-de-ventas-de-mezcal-en-el-extranjero.pdf,"… El mezcal es una bebida alcohólica que ha ganado auge en las últimas décadas, por su … las empresas más importantes de mezcal, determinando la situación actual del mezcal, retos y …","G Borrego Rivera, J Becerril Isidro - Hospitalidad ESDAI, 2018 - researchgate.net","{'summary': 'G Borrego Rivera, J Becerril Isidro - Hospitalidad ESDAI, 2018 - researchgate.net'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Queso cotija: Denominación de origen o denominación genérica.,https://repositorio.chapingo.edu.mx/handle/20.500.12098/166,"… Por otra parte, la denominación protegida no tiene a veces nada de geográfico: Sotol, Talavera o Mezcal no son nombres de lugar. Incluso en el caso del Mezcal, se trata de un nombre …","T Pomeón, F Boucher, F Cervantes Escoto - 2009 - repositorio.chapingo.edu.mx","{'summary': 'T Pomeón, F Boucher, F Cervantes Escoto - 2009 - repositorio.chapingo.edu.mx', 'authors': [{'name': 'F Cervantes Escoto', 'link': 'https://scholar.google.com/citations?user=rRnkq9YAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=rRnkq9YAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'rRnkq9YAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Incidencia de los factores de la psicología del consumidor sobre el cliente del mezcal Casa Zauco,https://repository.usta.edu.co/handle/11634/3253,"… En este trabajo veremos la importancia que tiene el mercadeo a la hora de comercializar un producto determinado, en nuestro caso el Mezcal, y como por medio de diferentes factores …",A Castillo Rios - repository.usta.edu.co,{'summary': 'A Castillo Rios - repository.usta.edu.co'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Análisis de la producción de maguey (Agave spp) en México,https://books.google.com/books?hl=es&lr=&id=dKk1DwAAQBAJ&oi=fnd&pg=PA312&dq=mezcal+denominacion+de+origen&ots=X8wdHKXX4M&sig=PtZ5AOd8FMlekhhXLT8DU-T8aBQ,"… , cuyo proceso de elaboración tiene Denominación de Origen (DOT), el mezcal, y el pulque, … de mezcal para el 2012-2015 tuvo un incremento del 353% anual. Se exporta mezcal en …","FJ García - XI Congreso de la Asociación Española de …, 2017 - books.google.com","{'summary': 'FJ García - XI Congreso de la Asociación Española de …, 2017 - books.google.com', 'authors': [{'name': 'FJ García', 'link': 'https://scholar.google.com/citations?user=as2gqFUAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=as2gqFUAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'as2gqFUAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
CONOCIMIENTO TRADICIONAL EN LAS EMPRESAS PRODUCTORAS DE MEZCAL ARTESANAL EN OAXACA,http://132.248.18.162/sistemas/sisinfdivinv/admtrabajos/pdfAceptadas/XXIII/XXIII-O2QK.pdf,… mezcal y cuentan con Denominación de Origen (DO), … -Mezcal. El objetivo de esta investigación es analizar las prácticas de gestión tecnológica en las empresas productoras de … CLG Fernández – 132.248.18.162,{'summary': 'CLG Fernández - 132.248.18.162'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"Bacanora, mezcal of Sonora: From clandestinity to Denomination of Origin",http://www.scielo.org.mx/scielo.php?pid=S2395-91692020000200107&script=sci_abstract&tlng=en,"… Nosotros conocemos la sierra y sus productos tradicionales, veíamos los beneficios que la Denominación de Origen trajo al tequila y al mezcal y el bacanora es una bebida de la …","DR Domínguez-Arista - Estudios sociales. Revista de alimentación …, 2020 - scielo.org.mx","{'summary': 'DR Domínguez-Arista - Estudios sociales. Revista de alimentación …, 2020 - scielo.org.mx'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"… caso de una marca colectiva de mezcal en Guanajuato, México (Associativity and Value Chains: A Case Study of a Collective Brand of Mezcal in Guanajuato, México …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3890952,"… -mezcal silvestre que ha evolucionado como vegetación nativa, que ha sido aprovechada para la elaboración de mezcal. … en producción de agave-mezcal en el estado (SIAP, 2020). …","V Cerroblanco-Vázquez, C López-Mateo… - … -Revista Academia & …, 2021 - papers.ssrn.com","{'summary': 'V Cerroblanco-Vázquez, C López-Mateo… - … -Revista Academia & …, 2021 - papers.ssrn.com'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
OPTIMIZACION EN LA ETAPA DE FERMENTACION DE LA ELABORACION DE MEZCAL EMPLEANDO COMO CATALIZADOR LA SEMILLA DE GUAYABA,http://repositoriodigital.tuxtla.tecnm.mx/xmlui/handle/123456789/2967,"… “Matatlán es la capital del mezcal, la mayoría de las personas se dedican a fabricar mezcal ya … En total hay 76 fábricas certificadas ante el Consejo Mexicano Regulador del Mezcal, las …",JA YAÑEZ MARTINEZ - 2018 - repositoriodigital.tuxtla.tecnm.mx,{'summary': 'JA YAÑEZ MARTINEZ - 2018 - repositoriodigital.tuxtla.tecnm.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Método Flash Profile como herramienta para el análisis sensorial y el diseño de productos específicos en el mercado de mezcales artesanales,https://www.researchgate.net/profile/Agronegocios-Ug/publication/333390255_Sesion_carteles_Memoria_del_XXXII_Congreso_Internacional_y_II_Congreso_Iberoamericano_en_Administracion_de_Empresas_Agropecuarias/links/5d5a270492851cb74c7608a0/Sesion-carteles-Memoria-del-XXXII-Congreso-Internacional-y-II-Congreso-Iberoamericano-en-Administracion-de-Empresas-Agropecuarias.pdf#page=42,… aproximado de 50 litros de mezcal por tonelada (unos 20 kg de cabeza por cada litro de mezcal de 40 GL). En 2015 se agrega a la denominación de origen un segundo municipio de …,A Mireles-Arriaga - DIRECTORIO CAMPUS IRAPUATO SALAMANCA - researchgate.net,{'summary': 'A Mireles-Arriaga - DIRECTORIO CAMPUS IRAPUATO SALAMANCA - researchgate.net'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Mezcales y diversidad biocultural en los alrededores del Volcán de Colima. El caso de los productores tradicionales de Zapotitlán de Vadillo,http://www.entrediversidades.unach.mx/index.php/entrediversidades/article/view/56,"… de mezcal le proveen de enormes diferencias organolépticas, y le otorgan un carácter único y especial a los mezcales producidos dentro y fuera de la Denominación de Origen. …","C Lucio - EntreDiversidades, 2015 - entrediversidades.unach.mx","{'summary': 'C Lucio - EntreDiversidades, 2015 - entrediversidades.unach.mx'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"Evaluación sensorial del mezcal de la localidad de Totomochapa, Tlapa de Comonfort, Guerrero",http://colposdigital.colpos.mx:8080/jspui/handle/10521/363,"… Sensory evaluation was conducted of artisanal mezcal … the mezcal, we used the preference test using the ratio R for ordering and acceptance testing using hedonic scales. Mezcal can …",R Mozqueda Balderas - 2011 - colposdigital.colpos.mx,{'summary': 'R Mozqueda Balderas - 2011 - colposdigital.colpos.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Denominaciones de Origen e instituciones: análisis de las experiencias mexicanas,https://www.researchgate.net/profile/Hector-B-Fletes-Ocon/publication/326211262_Identidad_territorial_o_mercancia_Dimensiones_socioculturales_en_torno_a_la_Denominacion_de_Origen_Mango_Ataulfo_del_Soconusco_Chiapas/links/5e213bdd458515ba208df0f7/Identidad-territorial-o-mercancia-Dimensiones-socioculturales-en-torno-a-la-Denominacion-de-Origen-Mango-Ataulfo-del-Soconusco-Chiapas.pdf#page=42,"… al mezcal y olinalá y un año más tarde a la talavera. La fiebre por las denominaciones se dio … Su distribución geográfica abarca grandes superficies, principalmente las de mezcal y …","PP Akaki - SABERES DE ORIGEN, 2018 - researchgate.net","{'summary': 'PP Akaki - SABERES DE ORIGEN, 2018 - researchgate.net', 'authors': [{'name': 'PP Akaki', 'link': 'https://scholar.google.com/citations?user=lGSrAxQAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=lGSrAxQAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'lGSrAxQAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
LAS DENOMINACIONES DE ORIGEN EN JALISCO: TEQUILA,https://www.revistaletrasjuridicas.com/index.php/lj/article/view/10,"… fue la primera denominación de origen protegida en México, y sin lugar a dudas, es la denominación de origen más destacada hasta el momento junto con el mezcal, derivado a su …","JGG Murillo - LETRAS JURÍDICAS, 2021 - revistaletrasjuridicas.com","{'summary': 'JGG Murillo - LETRAS JURÍDICAS, 2021 - revistaletrasjuridicas.com'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Competitividad y desarrollo local derivados de la industria de la hospitalidad: los casos de la Ruta del Mezcal en el altiplano potosino en México y la Ruta …,https://www.researchgate.net/profile/Pasquale-Cerbone-2/publication/330938491_Competitividad_y_desarrollo_local_derivados_de_la_industria_de_la_hospitalidad_los_casos_de_la_Ruta_del_Mezcal_en_el_altiplano_potosino_en_Mexico_y_la_Ruta_Equinoccial_en_Ecuador/links/5c5cc0b4299bf1d14cb34b1f/Competitividad-y-desarrollo-local-derivados-de-la-industria-de-la-hospitalidad-los-casos-de-la-Ruta-del-Mezcal-en-el-altiplano-potosino-en-Mexico-y-la-Ruta-Equinoccial-en-Ecuador.pdf,… of the Mezcal Route in the Potosí highlands in Mexico and the Equinoctial Route in Ecuador … This article presents a diagnosis of the mezcal route in the Potosí highlands as a tourist …,"A González, JC Ortíz, I Nelson, B Atiencia… - Revista de la Alta …, 2018 - researchgate.net","{'summary': 'A González, JC Ortíz, I Nelson, B Atiencia… - Revista de la Alta …, 2018 - researchgate.net'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Metodología para la comercialización de un producto genuino mexicano (mezcal de Oaxaca) al mercado Chino.,https://www.academia.edu/download/43000803/Tesis_Completa.pdf,"… El conocido Mezcal Oaxaqueño, es una bebida alcohólica con años de tradición … Mezcal a nivel global, presentamos este proyecto de tesis “Estrategias de comercialización de mezcal …",DE MEXICO - 2009 - academia.edu,{'summary': 'DE MEXICO - 2009 - academia.edu'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Estandarización de una técnica de identificación molecular de levaduras aisladas de la fermentación de mezcal,http://repositorio.cucba.udg.mx:8080/xmlui/bitstream/handle/123456789/5072/Ortiz_Rueda_Gerardo_Alfonso.pdf?sequence=1,"… identificar levaduras aisladas del proceso fennentativo del mezcal a nivel de especie, de … levaduras que intervienen en la fermentación del mezcal e, implementar el análisis molecular …",RRP Berenice - 2009 - repositorio.cucba.udg.mx,{'summary': 'RRP Berenice - 2009 - repositorio.cucba.udg.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Historia del Mezcal Guanajuatense. Su producción en las haciendas del norte del Estado,https://207.249.123.214/jspui/handle/1023/717,"… aquellas que se dedicaron a la producción de mezcal, ubicadas en la región Norte del … potencialidad del agave mezcalero, la producción de mezcal y otros productos derivados”. …","JG Valdez - Juan Gallardo Valdez.(2020). Historia del Mezcal …, 2020 - 207.249.123.214","{'summary': 'JG Valdez - Juan Gallardo Valdez.(2020). Historia del Mezcal …, 2020 - 207.249.123.214'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"NORMALIZACIÓN DE PROCESOS EN LA CADENA DE VALOR DE LAS EMPRESAS MEZCALERAS DE MICHOACÁN, ELEMENTO CLAVE PARA LOGRAR …",http://132.248.164.227/congreso/docs/xxiii/docs/4.11.pdf,"… la producción del mezcal como actividad principal. … mezcal, lo que representa una desventaja competitiva muy alta con las otras regiones con denominación de origen (DOM) de Mezcal…",NLG Reyes - 132.248.164.227,"{'summary': 'NLG Reyes - 132.248.164.227', 'authors': [{'name': 'NLG Reyes', 'link': 'https://scholar.google.com/citations?user=HZgME9sAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=HZgME9sAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'HZgME9sAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Revista Contaduría y Administración,https://www.academia.edu/download/42511323/La_cadena_de_suministro_del_mezcal_del_e20160209-7822-8am34u.pdf,"… mezcal del Estado de Zacatecas abarca desde la plantación y cosecha del agave hasta la obtención del producto final que es el mezcal … con denominación de origen del mezcal, los …","G López Nava, J Luis, J Martínez Flores… - academia.edu","{'summary': 'G López Nava, J Luis, J Martínez Flores… - academia.edu', 'authors': [{'name': 'J Luis', 'link': 'https://scholar.google.com/citations?user=YeMuUk8AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=YeMuUk8AAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'YeMuUk8AAAAJ'}, {'name': 'J Martínez Flores', 'link': 'https://scholar.google.com/citations?user=e7sGbhEAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=e7sGbhEAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'e7sGbhEAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
La denominación de origen como elemento de análisis institucional. El caso del arroz de Morelos,http://ru.iiec.unam.mx/2822/,… el mezcal es una bebida elaborada principalmente en el estado de Oaxaca en la llamada “región del Mezcal… Las diferencias que podemos encontrar entre el mezcal y el tequila son, La … JM Tolentino Martínez - 2015 – ru.iiec.unam.mx,"{'summary': 'JM Tolentino Martínez - 2015 - ru.iiec.unam.mx', 'authors': [{'name': 'JM Tolentino Martínez', 'link': 'https://scholar.google.com/citations?user=virD1HQAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=virD1HQAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'virD1HQAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"… Development in the Origin's Denomination Region (La Industria Del Bacanora, Como Propuesta De Desarrollo Endógeno En La Región De Denominación De Origen …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2498240,"… Al igual que el resto de los mezcales mexicanos, el bacanora es producto del encuentro de … el procesamiento de agaves, dando origen al vino o aguardiente mezcal, nombre que se le …","EV Casas Medina, V Salazar Solano - Revista Global de Negocios, 2014 - papers.ssrn.com","{'summary': 'EV Casas Medina, V Salazar Solano - Revista Global de Negocios, 2014 - papers.ssrn.com', 'authors': [{'name': 'V Salazar Solano', 'link': 'https://scholar.google.com/citations?user=0r8Dkz4AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=0r8Dkz4AAAAJ&engine=google_scholar_author&hl=es', 'author_id': '0r8Dkz4AAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Las denominaciones de origen en México,https://derecho.udd.cl/actualidad-juridica/files/2021/01/AJ-Num-17-P385.pdf,"… Mezcal tipo II. Existen dos tipos de mezcal que marca la norma oficial mexicana, el mezcal … en su capítulo 2, y el mezcal tipo II, que es aquel mezcal que permite ser adicionado con el …","IRO Argote - Revista ACTUALIDAD JURIDICA N, 2008 - derecho.udd.cl","{'summary': 'IRO Argote - Revista ACTUALIDAD JURIDICA N, 2008 - derecho.udd.cl'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
